stock_id,timestamp,revenue,operating_income,net_income,total_assets,total_equity,gross_profit,rd_expense,total_liabilities,current_assets,current_liabilities,cash,operating_cash_flow,capex,free_cash_flow,revenue_growth,historical_growth_mean,historical_growth_std,operating_margin,gross_margin,operating_roa,equity_to_assets,current_ratio,cash_ratio,future_3m_return,future_6m_return,future_12m_return,debt_to_equity
1802,2020-06-30,9417550000.0,-67996000.0,,82745469000.0,40782413000.0,906478000.0,,,29506347000.0,29089002000.0,5753489000.0,,,,,0.024534144535641955,0.16338192151084313,-0.007220136872116421,0.09625412129481659,-0.000821748922590553,0.49286581480370845,1.014347174921986,0.19778915069000993,0.21500000000000002,0.8550000000000001,2.7399999999999998,
1802,2020-09-30,12094488000.0,1369661000.0,,86398945000.0,43236358000.0,2473883000.0,,43162587000.0,33171575000.0,28950260000.0,5899383000.0,,,,0.2842499376164714,0.024534144535641955,0.16338192151084313,0.11324671205593821,0.20454631895124456,0.01585275144274042,0.5004269207222379,1.145812680093374,0.20377651185170703,0.5267489711934157,0.6296296296296297,1.4362139917695476,0.9982937739575567
1802,2020-12-31,13357003000.0,1859290000.0,,89929777000.0,89929777000.0,3301479000.0,,43129580000.0,35502486000.0,30054861000.0,6708591000.0,,,,0.10438763509459846,0.024534144535641955,0.16338192151084313,0.13919963932028764,0.24717213883982805,0.02067490949076856,1.0,1.1812560370849827,0.22321151310598308,0.02051282051282044,0.9179487179487179,0.3641025641025642,0.4795917596904527
1802,2021-03-31,11638644000.0,2070468000.0,,92079603000.0,92079603000.0,3325315000.0,,43665066000.0,37531419000.0,31076675000.0,7106220000.0,,,,-0.12864854488690314,0.024534144535641955,0.16338192151084313,0.17789598169683685,0.2857132669407192,0.0224856312640705,1.0,1.2077038164475447,0.22866732042601082,0.8793969849246231,0.4874371859296484,0.26633165829145733,0.47420997243005053
1802,2021-06-30,15113944000.0,3328056000.0,,94830870000.0,94830870000.0,4981837000.0,,43460325000.0,40595799000.0,31546106000.0,6915996000.0,,,,0.2986000774660691,0.024534144535641955,0.16338192151084313,0.22019771940401525,0.3296185959138131,0.03509464797697206,1.0,1.2868719518028628,0.2192345388048845,-0.20855614973262027,-0.28475935828877,-0.5227272727272727,0.4582930115478219
1802,2021-09-30,15441021000.0,4331747000.0,,99139356000.0,99139356000.0,5536661000.0,,45722244000.0,46476672000.0,34126862000.0,8376975000.0,,,,0.021640744467493065,0.024534144535641955,0.16338192151084313,0.2805350112534657,0.358568322651721,0.043693515620577564,1.0,1.3618794485118497,0.24546572726200258,-0.09628378378378383,-0.1300675675675676,-0.410472972972973,0.46119165833596903
1802,2021-12-31,13872128000.0,1827696000.0,,99455329000.0,99455329000.0,3862897000.0,,41680834000.0,45657837000.0,26975232000.0,8173805000.0,,,,-0.10160552207007555,0.024534144535641955,0.16338192151084313,0.1317531095445486,0.2784646306608474,0.01837705448644185,1.0,1.692583663413905,0.3030114810504688,-0.0526315789473685,-0.3289473684210526,-0.19736842105263158,0.4190910071797158
1802,2022-03-31,11411925000.0,961828000.0,,102599583000.0,102599583000.0,2362935000.0,,41409518000.0,47245241000.0,24484344000.0,8176985000.0,,,,-0.17734863749815458,0.024534144535641955,0.16338192151084313,0.08428271303921117,0.2070584060095032,0.00937458001169459,1.0,1.9296102439991858,0.3339679021010324,-0.2916666666666666,-0.30753968253968256,-0.18452380952380948,0.40360318033651266
1802,2022-06-30,11958261000.0,481922000.0,,102179792000.0,54895431000.0,1778394000.0,,47284361000.0,47369106000.0,31495247000.0,6839276000.0,,,,0.04787413166490316,0.024534144535641955,0.16338192151084313,0.040300341328893895,0.14871677411958142,0.004716412027928184,0.5372435187576032,1.5040080809653595,0.2171526389362814,-0.022408963585434292,0.19047619047619038,0.08123249299719883,0.8613533064345555
1802,2022-09-30,9101456000.0,-917215000.0,,102275412000.0,53406547000.0,286826000.0,,48868865000.0,48488175000.0,32730761000.0,10955192000.0,,,,-0.23889803040759855,0.024534144535641955,0.16338192151084313,-0.10077673286559864,0.031514298371601204,-0.008968089026128782,0.5221836407757516,1.4814252256462965,0.33470630273460494,0.21776504297994273,0.19484240687679097,0.11747851002865334,0.9150350985994282
1802,2022-12-31,11387424000.0,-1285259000.0,,93030018000.0,93030018000.0,40173000.0,,41368967000.0,39881845000.0,31285228000.0,8374101000.0,,,,0.2511650883111449,0.024534144535641955,0.16338192151084313,-0.11286652714433044,0.003527839132010892,-0.013815529950773524,1.0,1.2747819833692757,0.2676694892554403,-0.03747072599531619,-0.09601873536299768,-0.10070257611241228,0.4446840696085859
1802,2023-03-31,9769638000.0,-1170590000.0,,92013424000.0,92013424000.0,-69343000.0,,40950089000.0,38955073000.0,32680600000.0,7631978000.0,,,,-0.14206777582006255,0.024534144535641955,0.16338192151084313,-0.11981917856117084,-0.0070978064898617535,-0.012721948049667187,1.0,1.1919938128430934,0.23353237088670342,-0.0608272506082725,-0.05109489051094894,-0.1532846715328468,0.4450447252131385
1802,2023-06-30,11405510000.0,121082000.0,,90285885000.0,90285885000.0,1259009000.0,,40772426000.0,37525041000.0,32363882000.0,6448040000.0,,,,0.16744448463699474,0.024534144535641955,0.16338192151084313,0.010616096956646393,0.11038603271576633,0.0013410955654917709,1.0,1.1594728036642823,0.19923567883481963,0.010362694300518097,-0.00518134715025914,-0.018134715025906807,0.45159247206803144
1802,2023-09-30,12419347000.0,303252000.0,,93097916000.0,93097916000.0,1606220000.0,,41189209000.0,38739486000.0,33604077000.0,6491309000.0,,,,0.0888901066239037,0.024534144535641955,0.16338192151084313,0.024417708918190305,0.1293320816303788,0.00325734466494395,1.0,1.152821010379187,0.19317028109416604,-0.015384615384615422,-0.10769230769230777,-0.04102564102564106,0.44242890463842394
1802,2023-12-31,12024543000.0,468974000.0,,90477877000.0,50710582000.0,1771452000.0,,39767295000.0,37395343000.0,27580360000.0,6673522000.0,,,,-0.031789433051512286,0.024534144535641955,0.16338192151084313,0.039001399055248916,0.14731969439503856,0.00518330022266106,0.5604749324522723,1.3558685600913114,0.24196645729062274,-0.09375000000000004,-0.013020833333333334,-0.1484374999999999,0.7842011160510838
1802,2024-03-31,9865814000.0,-83929000.0,,93060965000.0,52438372000.0,1051876000.0,,40622593000.0,38533750000.0,28253441000.0,6377876000.0,,,,-0.17952690592898207,0.024534144535641955,0.16338192151084313,-0.008507052737868361,0.10661826788950207,-0.0009018711551078371,0.5634840773465007,1.36386042323128,0.2257380260337139,0.08908045977011499,0.07471264367816097,-0.0775862068965516,0.7746730390485806
1802,2024-06-30,10975630000.0,-141193000.0,,92753995000.0,92753995000.0,1027601000.0,,40210294000.0,38317938000.0,29221133000.0,6787279000.0,,,,0.11249107270824282,0.024534144535641955,0.16338192151084313,-0.012864227383758382,0.09362569620149368,-0.001522230929244611,1.0,1.311309113168199,0.23227295806771078,-0.013192612137203167,-0.12137203166226918,,0.43351549439999865
1802,2024-09-30,10101271000.0,-946480000.0,,90892972000.0,90892972000.0,344638000.0,,39858590000.0,37162487000.0,27579210000.0,9213394000.0,,,,-0.0796636730647808,0.024534144535641955,0.16338192151084313,-0.09369909984595008,0.03411828075892628,-0.010413126330603427,1.0,1.347481925696929,0.3340702652469016,-0.1096256684491979,-0.141711229946524,,0.43852224350195085
1802,2024-12-31,11560095000.0,-114524000.0,,90375732000.0,90375732000.0,1248015000.0,,39008464000.0,36395702000.0,31195281000.0,8632705000.0,,,,0.14441984577980335,0.024534144535641955,0.16338192151084313,-0.009906839000890564,0.1079588878811117,-0.0012671985882227765,1.0,1.166705374444295,0.27673111840217113,-0.018348623853211052,,,0.43162542794120884
1806,2020-06-30,1137651000.0,-221232000.0,,9298394000.0,9298394000.0,46288000.0,,3892236000.0,4191579000.0,2477117000.0,1734368000.0,,,,,-0.0025726132565584386,0.1619093250603725,-0.19446385578705597,0.04068734611932834,-0.023792495779378676,1.0,1.69211991197832,0.7001558666788852,0.20779220779220783,0.4508348794063081,1.4582560296846012,0.41859228593668973
1806,2020-09-30,916225000.0,11485000.0,,9828728000.0,9828728000.0,232011000.0,,4378316000.0,4721815000.0,3035455000.0,2212839000.0,,,,-0.1946343826006394,-0.0025726132565584386,0.1619093250603725,0.012535130562907582,0.25322491746023085,0.0011685133620545811,1.0,1.5555542744003783,0.7289974649599483,0.20122887864823358,0.26574500768049164,0.7972350230414746,0.44546110137547806
1806,2020-12-31,869522000.0,98154000.0,,9894776000.0,5516902000.0,379313000.0,,4377874000.0,4770411000.0,3035705000.0,2006126000.0,,,,-0.050973287129253184,-0.0025726132565584386,0.1619093250603725,0.11288271027070046,0.4362316307120464,0.009919779891934896,0.5575570381785298,1.5714343126226034,0.6608435272860834,0.1600512163892447,0.6965428937259924,0.5941101152368757,0.7935384750354456
1806,2021-03-31,593987000.0,-103339000.0,,9710310000.0,9710310000.0,70360000.0,,4299967000.0,4591674000.0,2969339000.0,2090802000.0,,,,-0.3168809989856496,-0.0025726132565584386,0.1619093250603725,-0.17397518800916517,0.11845377087377333,-0.010642193709572608,1.0,1.546362338554136,0.7041304478875602,0.46247240618101537,0.29139072847682107,0.3962472406181015,0.4428248943648555
1806,2021-06-30,824089000.0,60493000.0,,9738934000.0,9738934000.0,227427000.0,,4319362000.0,5219223000.0,2999888000.0,2135308000.0,,,,0.38738558251274857,-0.0025726132565584386,0.1619093250603725,0.07340590640088632,0.2759738329233857,0.006211460104360498,1.0,1.7398059527555696,0.7117959070471964,-0.11698113207547176,-0.04905660377358493,-0.16981132075471697,0.4435148651792896
1806,2021-09-30,899665000.0,62509000.0,,9978579000.0,6536006000.0,261513000.0,,3442573000.0,5672889000.0,3088208000.0,2735471000.0,,,,0.09170854118911914,-0.0025726132565584386,0.1619093250603725,0.06948030655855235,0.29067819688439583,0.006264318797295687,0.6550036833901901,1.8369517208685426,0.8857793905073752,0.07692307692307696,0.09829059829059833,-0.2794871794871795,0.5267089718093894
1806,2021-12-31,888186000.0,1882000.0,,9521433000.0,6498216000.0,194569000.0,,3023217000.0,5224523000.0,2655669000.0,2624014000.0,,,,-0.012759193699877177,-0.0025726132565584386,0.1619093250603725,0.0021189255403710485,0.21906334934349336,0.00019765932291914462,0.6824829833912606,1.9673095555206617,0.9880802163221395,0.016064257028112535,-0.11646586345381521,-0.2891566265060241,0.4652379976288877
1806,2022-03-31,747249000.0,43045000.0,,9463056000.0,6565456000.0,189062000.0,,2897600000.0,4993145000.0,1631707000.0,2570006000.0,,,,-0.15867960089440725,-0.0025726132565584386,0.1619093250603725,0.05760462710555651,0.2530107099507661,0.004548741970881288,0.6937987051962917,3.0600745109262877,1.575041352399665,-0.13043478260869568,-0.33359683794466405,-0.27509881422924903,0.44134025115696457
1806,2022-06-30,833565000.0,105452000.0,,9186912000.0,6027677000.0,271332000.0,,3159235000.0,4810090000.0,1900871000.0,2512987000.0,,,,0.11551169690424477,-0.0025726132565584386,0.1619093250603725,0.12650723098978484,0.3255079088013532,0.011478503331696222,0.6561156784782526,2.5304662967660616,1.3220186956400513,-0.23363636363636367,-0.18636363636363643,-0.045454545454545456,0.5241214816255084
1806,2022-09-30,703169000.0,34565000.0,,8755265000.0,8755265000.0,180798000.0,,3090380000.0,4366628000.0,1839030000.0,2057555000.0,,,,-0.15643171198406844,-0.0025726132565584386,0.1619093250603725,0.049156035035674214,0.2571188434074881,0.003947910200319465,1.0,2.374419123124691,1.1188262290446593,0.06168446026097267,0.06287069988137617,0.0901542111506524,0.35297389627841075
1806,2022-12-31,722425000.0,63809000.0,,8333220000.0,8333220000.0,221925000.0,,2886206000.0,4161714000.0,1649383000.0,1785126000.0,,,,0.027384597443857735,-0.0025726132565584386,0.1619093250603725,0.08832612381908156,0.3071945184621241,0.0076571841377042725,1.0,2.523194430887186,1.0822992597838101,0.036158192090395516,0.18644067796610175,0.29378531073446323,0.3463494303522528
