stock_id,timestamp,revenue,operating_income,net_income,total_assets,total_equity,gross_profit,rd_expense,total_liabilities,current_assets,current_liabilities,cash,operating_cash_flow,capex,free_cash_flow,revenue_growth,historical_growth_mean,historical_growth_std,operating_margin,gross_margin,operating_roa,current_ratio,cash_ratio,future_3m_return,future_6m_return,future_12m_return,equity_to_assets,debt_to_equity
3085,2020-06-30,23743000.0,-26940000.0,,407786000.0,-8328000.0,1122000.0,,416114000.0,70588000.0,397551000.0,6462000.0,,,,,0.03150106684089573,0.35221501117282206,-1.1346502126942677,0.047256033357200015,-0.06606406301344332,0.17755709330375222,0.016254518288219624,-0.0638002773925104,0.5256588072122053,0.1678224687933426,,
3085,2020-09-30,16201000.0,-21171000.0,,420730000.0,420730000.0,6223000.0,,366401000.0,113133000.0,349863000.0,49476000.0,,,,-0.31765151834224825,0.03150106684089573,0.35221501117282206,-1.3067711869637677,0.38411209184618234,-0.05031968245668243,0.3233637166548049,0.1414153540099982,0.6296296296296297,1.0592592592592593,1.1481481481481481,1.0,0.8708696788914506
3085,2020-12-31,13788000.0,-53368000.0,,249188000.0,77429000.0,-11483000.0,,171759000.0,57227000.0,158371000.0,14382000.0,,,,-0.14894142336892785,0.03150106684089573,0.35221501117282206,-3.8706121264868,-0.8328256454888309,-0.21416761641812607,0.3613477214894141,0.09081208049453499,0.18918918918918917,-0.24144144144144142,0.05405405405405402,0.3107252355651155,2.2182773896085446
3085,2021-03-31,13079000.0,-14395000.0,,229815000.0,229815000.0,3259000.0,,157265000.0,45553000.0,144343000.0,4506000.0,,,,-0.051421525964606904,0.03150106684089573,0.35221501117282206,-1.1006193134031654,0.24917807171802125,-0.06263733872897766,0.3155885633525699,0.03121730877146796,-0.36212121212121207,0.09848484848484855,-0.21212121212121204,1.0,0.6843112938668059
3085,2021-06-30,16878000.0,-10414000.0,,224636000.0,224636000.0,5604000.0,,160122000.0,46084000.0,148251000.0,12826000.0,,,,0.29046563192904656,0.03150106684089573,0.35221501117282206,-0.6170162341509657,0.3320298613579808,-0.0463594437222885,0.3108511915602593,0.08651543665810012,0.7220902612826603,0.4370546318289786,0.10451306413301673,1.0,0.7128064958421624
3085,2021-09-30,26250000.0,-30548000.0,,186538000.0,92368000.0,2374000.0,,94170000.0,59049000.0,81693000.0,9381000.0,,,,0.5552790615001777,0.03150106684089573,0.35221501117282206,-1.1637333333333333,0.09043809523809523,-0.1637628794133099,0.7228159083397598,0.11483236017773861,-0.16551724137931037,-0.3103448275862069,-0.28965517241379307,0.4951698849564164,1.0195089208383856
3085,2021-12-31,32915000.0,994000.0,,186360000.0,92715000.0,12783000.0,,93645000.0,43328000.0,82480000.0,22653000.0,,,,0.2539047619047619,0.03150106684089573,0.35221501117282206,0.030198997417590766,0.38836396779583776,0.005333762610002147,0.5253152279340446,0.27464839961202714,-0.11111111111111102,-0.205128205128205,-0.08547008547008547,0.49750482936252416,1.0100307393625627
3085,2022-03-31,37094000.0,-10218000.0,,280952000.0,182381000.0,2824000.0,,98571000.0,141991000.0,88322000.0,110740000.0,,,,0.12696339055142034,0.03150106684089573,0.35221501117282206,-0.2754623389227368,0.07613091065940583,-0.03636920185654489,1.6076515477457485,1.2538212449899233,-0.10576923076923073,-0.009615384615384581,1.110576923076923,0.6491535920726672,0.5404674829066625
3085,2022-06-30,58581000.0,-7631000.0,,263392000.0,177016000.0,4890000.0,,86376000.0,127397000.0,77193000.0,72036000.0,,,,0.5792581010405996,0.03150106684089573,0.35221501117282206,-0.13026407879687954,0.08347416397808163,-0.028972026485238733,1.65036985218867,0.9331934242742218,0.1075268817204301,0.150537634408602,1.2741935483870965,0.6720629328149678,0.4879558909929046
3085,2022-09-30,36926000.0,-111000.0,,264865000.0,264865000.0,12889000.0,,87002000.0,132579000.0,78696000.0,87850000.0,,,,-0.3696591044878032,0.03150106684089573,0.35221501117282206,-0.003006012024048096,0.3490494502518551,-0.0004190814188360108,1.6846980786825252,1.116321032835214,0.03883495145631054,1.1310679611650483,0.5776699029126212,1.0,0.3284767711853208
3085,2022-12-31,44031000.0,-6997000.0,,259109000.0,259109000.0,5693000.0,,88050000.0,130668000.0,80231000.0,74791000.0,,,,0.192411850728484,0.03150106684089573,0.35221501117282206,-0.1589107674138675,0.12929526924212487,-0.027004079364282986,1.6286472809761812,0.9321957846717603,1.0514018691588787,0.9766355140186916,0.08411214953271032,1.0,0.33981837759398553
3085,2023-03-31,20226000.0,-9352000.0,,244742000.0,161618000.0,5220000.0,,83124000.0,119877000.0,75796000.0,68622000.0,,,,-0.5406418205355318,0.03150106684089573,0.35221501117282206,-0.46237516068426776,0.2580836547018689,-0.03821166779710879,1.5815742255527996,0.9053512058683836,-0.036446469248291605,-0.2596810933940774,-0.5398633257403189,0.6603607063765108,0.5143238995656424
3085,2023-06-30,28025000.0,-10441000.0,,251600000.0,251600000.0,3955000.0,,100639000.0,120560000.0,93804000.0,52963000.0,,,,0.3855928013448037,0.03150106684089573,0.35221501117282206,-0.3725602140945584,0.14112399643175735,-0.04149841017488076,1.2852330391028102,0.5646134493198585,-0.23167848699763588,-0.4515366430260047,-0.36170212765957444,1.0,0.3999960254372019
3085,2023-09-30,11684000.0,-12647000.0,,246505000.0,138121000.0,4366000.0,,108384000.0,114373000.0,99749000.0,51162000.0,,,,-0.5830865298840321,0.03150106684089573,0.35221501117282206,-1.0824204039712426,0.3736733995207121,-0.051305247358065756,1.146607986044973,0.5129073975678954,-0.2861538461538462,-0.37846153846153846,0.2892307692307692,0.5603172349445245,0.784703267424939
3085,2023-12-31,13323000.0,-19672000.0,,216524000.0,216524000.0,3352000.0,,98640000.0,88052000.0,91124000.0,39536000.0,,,,0.14027730229373503,0.03150106684089573,0.35221501117282206,-1.4765443218494334,0.25159498611423853,-0.09085366980103822,0.9662876958869233,0.43387033053860674,-0.12931034482758622,0.16379310344827588,1.1120689655172415,1.0,0.45556150819308716
3085,2024-03-31,18613000.0,-9095000.0,,194222000.0,108754000.0,6034000.0,,85468000.0,72399000.0,79078000.0,26422000.0,,,,0.3970577197327929,0.03150106684089573,0.35221501117282206,-0.4886369741578467,0.3241820233170365,-0.04682785678244483,0.9155390879890741,0.3341257998431928,0.33663366336633666,1.0742574257425743,0.8663366336633666,0.559946864927763,0.7858837376096511
3085,2024-06-30,10779000.0,-12334000.0,,179676000.0,179676000.0,2342000.0,,82882000.0,63090000.0,77625000.0,20494000.0,,,,-0.42088862622897977,0.03150106684089573,0.35221501117282206,-1.1442619909082474,0.21727432971518693,-0.06864578463456444,0.8127536231884058,0.2640128824476651,0.5518518518518518,-1.0,,1.0,0.46128587012177474
3085,2024-09-30,10710000.0,-15566000.0,,551990000.0,551990000.0,2508000.0,,82646000.0,443255000.0,78317000.0,423003000.0,,,,-0.0064013359309769,0.03150106684089573,0.35221501117282206,-1.453408029878618,0.23417366946778712,-0.028199786228011378,5.6597545871266774,5.401164498129397,-1.0,-0.10023866348448678,,1.0,0.14972372687911012
3085,2024-12-31,11615000.0,-16650000.0,,538128000.0,443292000.0,3304000.0,,94836000.0,431400000.0,77347000.0,415084000.0,,,,0.08450046685340803,0.03150106684089573,0.35221501117282206,-1.433491175204477,0.28445975032285836,-0.03094059405940594,5.577462603591607,5.366517124128926,-0.23061224489795912,,,0.8237668361430738,0.21393573536179314
3687,2020-06-30,258586000.0,45726000.0,,4534482000.0,1315350000.0,115482000.0,,3219132000.0,4432148000.0,3107913000.0,717115000.0,,,,,0.047952013821653455,0.18520257010468413,0.17683091892059122,0.44659030264592825,0.010084062523569396,1.4260849644118094,0.2307384408765625,-0.31746031746031744,-0.16666666666666666,1.2142857142857142,0.29007723484181874,2.4473577374843196
3687,2020-09-30,399279000.0,41021000.0,,4657104000.0,1367865000.0,135075000.0,,3289239000.0,4556049000.0,3145605000.0,614989000.0,,,,0.5440859133905162,0.047952013821653455,0.18520257010468413,0.10273768467662962,0.33829728084872984,0.008808263676310428,1.4483856046770016,0.195507382522599,0.22093023255813954,0.12558139534883717,1.3209302325581396,0.2937157941931295,2.4046517748462017
3687,2020-12-31,247539000.0,49141000.0,,4424390000.0,1364886000.0,124750000.0,,3059504000.0,4324946000.0,3007565000.0,905717000.0,,,,-0.3800350131111328,0.047952013821653455,0.18520257010468413,0.19851821329164293,0.5039609920053002,0.011106841847124689,1.4380224533800599,0.3011462761403328,-0.04313725490196084,1.7352941176470589,2.843137254901961,0.3084913400491367,2.2415820808477775
